2022-01-22 10:35:49,167:__init__:INFO:Connection created successfully!
2022-01-22 10:35:49,168:view_data:ERROR:'Collection' object is not callable. If you meant to call the 'createView' method on a 'Database' object it is failing because no such method exists.
2022-01-22 10:35:49,175:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e922c'), 'sepal_width': 3.5, 'petal_width': 0.2}
2022-01-22 10:35:49,189:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9240'), 'sepal_width': 3.4, 'petal_width': 0.2}
2022-01-22 10:35:49,190:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9241'), 'sepal_width': 3.7, 'petal_width': 0.4}
2022-01-22 10:35:49,191:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9242'), 'sepal_width': 3.6, 'petal_width': 0.2}
2022-01-22 10:35:49,191:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9243'), 'sepal_width': 3.3, 'petal_width': 0.5}
2022-01-22 10:35:49,192:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9244'), 'sepal_width': 3.4, 'petal_width': 0.2}
2022-01-22 10:35:49,193:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9245'), 'sepal_width': 3.0, 'petal_width': 0.2}
2022-01-22 10:35:49,194:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9246'), 'sepal_width': 3.4, 'petal_width': 0.4}
2022-01-22 10:35:49,194:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9247'), 'sepal_width': 3.5, 'petal_width': 0.2}
2022-01-22 10:35:49,195:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9248'), 'sepal_width': 3.4, 'petal_width': 0.2}
2022-01-22 10:35:49,196:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9249'), 'sepal_width': 3.2, 'petal_width': 0.2}
2022-01-22 10:35:49,197:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924a'), 'sepal_width': 3.1, 'petal_width': 0.2}
2022-01-22 10:35:49,198:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924b'), 'sepal_width': 3.4, 'petal_width': 0.4}
2022-01-22 10:35:49,199:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924c'), 'sepal_width': 4.1, 'petal_width': 0.1}
2022-01-22 10:35:49,200:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924d'), 'sepal_width': 4.2, 'petal_width': 0.2}
2022-01-22 10:35:49,202:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924e'), 'sepal_width': 3.1, 'petal_width': 0.2}
2022-01-22 10:35:49,206:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e924f'), 'sepal_width': 3.2, 'petal_width': 0.2}
2022-01-22 10:35:49,208:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9250'), 'sepal_width': 3.5, 'petal_width': 0.2}
2022-01-22 10:35:49,209:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9251'), 'sepal_width': 3.6, 'petal_width': 0.1}
2022-01-22 10:35:49,210:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9252'), 'sepal_width': 3.0, 'petal_width': 0.2}
2022-01-22 10:35:49,210:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9253'), 'sepal_width': 3.4, 'petal_width': 0.2}
2022-01-22 10:35:49,212:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9254'), 'sepal_width': 3.5, 'petal_width': 0.3}
2022-01-22 10:35:49,213:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9255'), 'sepal_width': 2.3, 'petal_width': 0.3}
2022-01-22 10:35:49,214:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9256'), 'sepal_width': 3.2, 'petal_width': 0.2}
2022-01-22 10:35:49,214:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9257'), 'sepal_width': 3.5, 'petal_width': 0.6}
2022-01-22 10:35:49,215:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9258'), 'sepal_width': 3.8, 'petal_width': 0.4}
2022-01-22 10:35:49,216:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9259'), 'sepal_width': 3.0, 'petal_width': 0.3}
2022-01-22 10:35:49,216:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925a'), 'sepal_width': 3.8, 'petal_width': 0.2}
2022-01-22 10:35:49,217:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925b'), 'sepal_width': 3.2, 'petal_width': 0.2}
2022-01-22 10:35:49,218:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925c'), 'sepal_width': 3.7, 'petal_width': 0.2}
2022-01-22 10:35:49,220:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925d'), 'sepal_width': 3.3, 'petal_width': 0.2}
2022-01-22 10:35:49,220:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925e'), 'sepal_width': 3.2, 'petal_width': 1.4}
2022-01-22 10:35:49,221:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e925f'), 'sepal_width': 3.2, 'petal_width': 1.5}
2022-01-22 10:35:49,222:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9260'), 'sepal_width': 3.1, 'petal_width': 1.5}
2022-01-22 10:35:49,223:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9261'), 'sepal_width': 2.3, 'petal_width': 1.3}
2022-01-22 10:35:49,224:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9262'), 'sepal_width': 2.8, 'petal_width': 1.5}
2022-01-22 10:35:49,225:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9263'), 'sepal_width': 2.8, 'petal_width': 1.3}
2022-01-22 10:35:49,225:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9264'), 'sepal_width': 3.3, 'petal_width': 1.6}
2022-01-22 10:35:49,226:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9265'), 'sepal_width': 2.4, 'petal_width': 1.0}
2022-01-22 10:35:49,228:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9266'), 'sepal_width': 2.9, 'petal_width': 1.3}
2022-01-22 10:35:49,231:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9267'), 'sepal_width': 2.7, 'petal_width': 1.4}
2022-01-22 10:35:49,231:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9268'), 'sepal_width': 2.0, 'petal_width': 1.0}
2022-01-22 10:35:49,233:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9269'), 'sepal_width': 3.0, 'petal_width': 1.5}
2022-01-22 10:35:49,233:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926a'), 'sepal_width': 2.2, 'petal_width': 1.0}
2022-01-22 10:35:49,234:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926b'), 'sepal_width': 2.9, 'petal_width': 1.4}
2022-01-22 10:35:49,235:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926c'), 'sepal_width': 2.9, 'petal_width': 1.3}
2022-01-22 10:35:49,237:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926d'), 'sepal_width': 3.1, 'petal_width': 1.4}
2022-01-22 10:35:49,237:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926e'), 'sepal_width': 3.0, 'petal_width': 1.5}
2022-01-22 10:35:49,238:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e926f'), 'sepal_width': 2.7, 'petal_width': 1.0}
2022-01-22 10:35:49,239:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9270'), 'sepal_width': 2.2, 'petal_width': 1.5}
2022-01-22 10:35:49,240:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9271'), 'sepal_width': 2.5, 'petal_width': 1.1}
2022-01-22 10:35:49,240:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9272'), 'sepal_width': 3.2, 'petal_width': 1.8}
2022-01-22 10:35:49,241:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9273'), 'sepal_width': 2.8, 'petal_width': 1.3}
2022-01-22 10:35:49,242:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9274'), 'sepal_width': 2.5, 'petal_width': 1.5}
2022-01-22 10:35:49,243:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9275'), 'sepal_width': 2.8, 'petal_width': 1.2}
2022-01-22 10:35:49,243:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9276'), 'sepal_width': 2.9, 'petal_width': 1.3}
2022-01-22 10:35:49,244:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9277'), 'sepal_width': 3.0, 'petal_width': 1.4}
2022-01-22 10:35:49,245:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9278'), 'sepal_width': 2.8, 'petal_width': 1.4}
2022-01-22 10:35:49,246:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9279'), 'sepal_width': 3.0, 'petal_width': 1.7}
2022-01-22 10:35:49,247:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927a'), 'sepal_width': 2.9, 'petal_width': 1.5}
2022-01-22 10:35:49,248:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927b'), 'sepal_width': 2.6, 'petal_width': 1.0}
2022-01-22 10:35:49,248:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927c'), 'sepal_width': 2.4, 'petal_width': 1.1}
2022-01-22 10:35:49,249:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927d'), 'sepal_width': 2.4, 'petal_width': 1.0}
2022-01-22 10:35:49,250:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927e'), 'sepal_width': 2.7, 'petal_width': 1.2}
2022-01-22 10:35:49,250:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e927f'), 'sepal_width': 2.7, 'petal_width': 1.6}
2022-01-22 10:35:49,252:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9280'), 'sepal_width': 3.0, 'petal_width': 1.5}
2022-01-22 10:35:49,253:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9281'), 'sepal_width': 3.4, 'petal_width': 1.6}
2022-01-22 10:35:49,255:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9282'), 'sepal_width': 3.1, 'petal_width': 1.5}
2022-01-22 10:35:49,256:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9283'), 'sepal_width': 2.3, 'petal_width': 1.3}
2022-01-22 10:35:49,257:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9284'), 'sepal_width': 3.0, 'petal_width': 1.3}
2022-01-22 10:35:49,258:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9285'), 'sepal_width': 2.5, 'petal_width': 1.3}
2022-01-22 10:35:49,259:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9286'), 'sepal_width': 2.6, 'petal_width': 1.2}
2022-01-22 10:35:49,260:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9287'), 'sepal_width': 3.0, 'petal_width': 1.4}
2022-01-22 10:35:49,261:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9288'), 'sepal_width': 2.6, 'petal_width': 1.2}
2022-01-22 10:35:49,262:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9289'), 'sepal_width': 2.3, 'petal_width': 1.0}
2022-01-22 10:35:49,263:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928a'), 'sepal_width': 2.7, 'petal_width': 1.3}
2022-01-22 10:35:49,263:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928b'), 'sepal_width': 3.0, 'petal_width': 1.2}
2022-01-22 10:35:49,264:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928c'), 'sepal_width': 2.9, 'petal_width': 1.3}
2022-01-22 10:35:49,265:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928d'), 'sepal_width': 2.9, 'petal_width': 1.3}
2022-01-22 10:35:49,266:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928e'), 'sepal_width': 2.5, 'petal_width': 1.1}
2022-01-22 10:35:49,266:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e928f'), 'sepal_width': 2.8, 'petal_width': 1.3}
2022-01-22 10:35:49,267:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9290'), 'sepal_width': 3.3, 'petal_width': 2.5}
2022-01-22 10:35:49,270:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9291'), 'sepal_width': 2.7, 'petal_width': 1.9}
2022-01-22 10:35:49,271:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9292'), 'sepal_width': 3.0, 'petal_width': 2.1}
2022-01-22 10:35:49,272:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9293'), 'sepal_width': 2.9, 'petal_width': 1.8}
2022-01-22 10:35:49,272:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9294'), 'sepal_width': 3.0, 'petal_width': 2.2}
2022-01-22 10:35:49,273:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9295'), 'sepal_width': 3.0, 'petal_width': 2.1}
2022-01-22 10:35:49,274:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9296'), 'sepal_width': 2.5, 'petal_width': 1.7}
2022-01-22 10:35:49,274:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9297'), 'sepal_width': 2.9, 'petal_width': 1.8}
2022-01-22 10:35:49,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9298'), 'sepal_width': 2.5, 'petal_width': 1.8}
2022-01-22 10:35:49,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e9299'), 'sepal_width': 3.6, 'petal_width': 2.5}
2022-01-22 10:35:49,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929a'), 'sepal_width': 3.2, 'petal_width': 2.0}
2022-01-22 10:35:49,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929b'), 'sepal_width': 2.7, 'petal_width': 1.9}
2022-01-22 10:35:49,278:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929c'), 'sepal_width': 3.0, 'petal_width': 2.1}
2022-01-22 10:35:49,279:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929d'), 'sepal_width': 2.5, 'petal_width': 2.0}
2022-01-22 10:35:49,279:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929e'), 'sepal_width': 2.8, 'petal_width': 2.4}
2022-01-22 10:35:49,280:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e929f'), 'sepal_width': 3.2, 'petal_width': 2.3}
2022-01-22 10:35:49,281:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a0'), 'sepal_width': 3.0, 'petal_width': 1.8}
2022-01-22 10:35:49,281:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a1'), 'sepal_width': 3.8, 'petal_width': 2.2}
2022-01-22 10:35:49,282:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a2'), 'sepal_width': 2.6, 'petal_width': 2.3}
2022-01-22 10:35:49,283:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a3'), 'sepal_width': 2.2, 'petal_width': 1.5}
2022-01-22 10:35:49,283:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a4'), 'sepal_width': 3.2, 'petal_width': 2.3}
2022-01-22 10:35:49,284:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a5'), 'sepal_width': 2.8, 'petal_width': 2.0}
2022-01-22 10:35:49,285:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a6'), 'sepal_width': 2.8, 'petal_width': 2.0}
2022-01-22 10:35:49,286:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a7'), 'sepal_width': 2.7, 'petal_width': 1.8}
2022-01-22 10:35:49,286:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a8'), 'sepal_width': 3.3, 'petal_width': 2.1}
2022-01-22 10:35:49,287:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a9'), 'sepal_width': 3.2, 'petal_width': 1.8}
2022-01-22 10:35:49,288:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92aa'), 'sepal_width': 2.8, 'petal_width': 1.8}
2022-01-22 10:35:49,288:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ab'), 'sepal_width': 3.0, 'petal_width': 1.8}
2022-01-22 10:35:49,289:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ac'), 'sepal_width': 2.8, 'petal_width': 2.1}
2022-01-22 10:35:49,290:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ad'), 'sepal_width': 3.0, 'petal_width': 1.6}
2022-01-22 10:35:49,290:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ae'), 'sepal_width': 2.8, 'petal_width': 1.9}
2022-01-22 10:35:49,291:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92af'), 'sepal_width': 3.8, 'petal_width': 2.0}
2022-01-22 10:35:49,292:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b0'), 'sepal_width': 2.8, 'petal_width': 2.2}
2022-01-22 10:35:49,292:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b1'), 'sepal_width': 2.8, 'petal_width': 1.5}
2022-01-22 10:35:49,293:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b2'), 'sepal_width': 2.6, 'petal_width': 1.4}
2022-01-22 10:35:49,294:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b3'), 'sepal_width': 3.0, 'petal_width': 2.3}
2022-01-22 10:35:49,294:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b4'), 'sepal_width': 3.4, 'petal_width': 2.4}
2022-01-22 10:35:49,295:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b5'), 'sepal_width': 3.1, 'petal_width': 1.8}
2022-01-22 10:35:49,296:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b6'), 'sepal_width': 3.0, 'petal_width': 1.8}
2022-01-22 10:35:49,297:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b7'), 'sepal_width': 3.1, 'petal_width': 2.1}
2022-01-22 10:35:49,298:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b8'), 'sepal_width': 3.1, 'petal_width': 2.4}
2022-01-22 10:35:49,299:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b9'), 'sepal_width': 3.1, 'petal_width': 2.3}
2022-01-22 10:35:49,300:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ba'), 'sepal_width': 2.7, 'petal_width': 1.9}
2022-01-22 10:35:49,301:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bb'), 'sepal_width': 3.2, 'petal_width': 2.3}
2022-01-22 10:35:49,302:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bc'), 'sepal_width': 3.3, 'petal_width': 2.5}
2022-01-22 10:35:49,303:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bd'), 'sepal_width': 3.0, 'petal_width': 2.3}
2022-01-22 10:35:49,303:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92be'), 'sepal_width': 2.5, 'petal_width': 1.9}
2022-01-22 10:35:49,304:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bf'), 'sepal_width': 3.0, 'petal_width': 2.0}
2022-01-22 10:35:49,305:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92c0'), 'sepal_width': 3.4, 'petal_width': 2.3}
2022-01-22 10:35:49,305:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92c1'), 'sepal_width': 3.0, 'petal_width': 1.8}
2022-01-22 10:35:49,306:show_all:INFO:Data displayed successfully
